id,name,review_status,average_rating,number_of_wines,region,business_name,phone,email,winemaker,website,latitude,longitude
5202,Château Laroze,Completed,4.0,3,827,Château Laroze,33 05 57 24 79 79,,,http://www.laroze.com,44.869133,-0.168227
1862,Château les Carmes Haut-Brion,Completed,4.0,2,471,Château les Carmes Haut-Brion,33 05 5693 2340,chateau@les-carmes-haut-brion.com,,http://www.les-carmes-haut-brion.com,44.816376,-0.618884
2594,Château Petit-Village,Completed,4.1,2,555,Château Petit-Village,33 05 57 51 21 08,contact@petit-village.com,,http://www.petit-village.com,44.935345,-0.202473
3577,Château Cantenac,Completed,3.8,8,827,Château Cantenac,330557513522,Contact@chateau-cantenac.fr,Roskam-Brunot Family,http://www.chateau-cantenac.fr,44.89495,-0.201738
53258,Nicolas Joly,Completed,4.1,8,711,Nicolas Joly (Coulée de Serrant),33 02 41 72 22 32,,,http://www.coulee-de-serrant.com,,
186640,Vieux Château Certan,Completed,4.3,2,555,Vieux Château Certan,33 05 57 51 17 33 ,info@vieuxchateaucertan.com,,http://www.vieuxchateaucertan.com/,,
9624,Jean-Paul & Benoit Droin,Completed,4.0,18,428,Domaine Jean-Paul & Benoît Droin,+33 03 86 42 16 78,benoit@jeanpaulbenoit-droin.fr,Benoit Droin,http://www.jeanpaul-droin.fr,47.816093,3.802572
6395,Château Dalem,Completed,3.8,4,457,Château Dalem,33 (0)557843418,,,http://www.chateaudalem.com,44.9603,-0.2763
8028,Château d'Yquem,Completed,4.7,2,432,Château d'Yquem (formerly by Lur Saluces),,info@yquem.fr,Dorne Waters,http://www.yquem.com,44.53447,-0.343195
2080,Tormaresca,Completed,3.8,28,548,Tormaresca,0883692631,tormaresca@tormaresca.it,Renzo Cotarella,http://www.tormaresca.it,41.100792,16.888443
10514,Joh. Jos. Prüm,Completed,4.2,37,545,Weingut Joh. Jos. Prüm (J. J. Prüm),49 6531 3091,info@jjpruem.com,JJ Prüm,http://www.jjpruem.com,49.94153,7.046363
34744,Louis Chèze,Completed,3.9,33,3075,Domaine Louis Chèze,33 (0)4 75 34 02 88,,,http://www.domainecheze.com/,,
2198,Pierre Gaillard,Completed,3.9,59,2399,Domaine Pierre Gaillard,+33 04 74 87 13 10,vinsp.gaillard@wanadoo.fr,,http://www.domainespierregaillard.com/,45.387978,4.720715
1893,Domaine La Barroche,Completed,4.1,7,840,Domaine La Barroche,33 04 90 83 71 94,contact@domainelabarroche.com,Julien Barrot,http://www.domainelabarroche.com,44.057682,4.832523
4513,Peyre Rose,Completed,4.4,6,833,Domaine de Peyre Rose,33 (0)4 67 98 75 50,peyrerose@orange.fr,Marlene Soria,,43.52691,3.523365
57072,Château Lafont Menaut,Completed,3.7,5,471,Château Lafont Menaut,,,,,,
3814,Château Mourgues du Grès,Completed,3.6,18,791,Château Mourgues du Grès,330466594610 ,chateau@mourguesdugres.com,,http://www.mourguesdugres.com,43.823536,4.560189
3134,Château Corbin,Completed,3.8,8,827,Château Corbin,33 05 57 25 20 30,contact@chateau-corbin.com,Anabelle Cruse-Bardinet,http://www.chateau-corbin.com,46.642,2.338
15086,Château Saint-Jean,Completed,3.7,3,401,Château Saint-Jean,+33 04 90 65 88 93,chateau.raspail@wanadoo.fr,,,44.174446,4.918889
50849,Château Haut Nouchet,Completed,3.8,18,471,Château Haut Nouchet,033 5 57 12 07 63,,,http://www.hautnouchet.com/,,
